id_unique;objet;categorie
4Q5P6F7VKV;suivi evaluation du plan d'action dans le cadre du logement d'abord;logement
INBGNFYIOF;evaluation des projets recus dans le cadre de l'appel a projets  solutions innovantes pour l'acces a l'energie durable hors reseaux ;environnement
4EQ1I1TU3Y;la consultation vise a recruter un prestataire pour un appui methodologique sur la formalisation et l'animation du dispositif d'evaluation a mi parcours 2014 2020 de la charte du parc naturel regional des boucles de la seine normande  la mission   ;environnement
YSH0VCYX2P;etudes et assistance pour la revision d'un plan local d'urbanisme avec assistance a maitrise d'ouvrage dans le cadre de la concertation en tranche ferme  et la realisation d'une evaluation environnementale en tranche optionnelle;environnement
KMBVC5NSCV;evaluation des axes 3 et 4 du programme operationnel fonds social europeen etat guyane 2014 2020;social
1WZZ57I50W;la consultation vise a recruter un prestataire pour un appui methodologique sur la formalisation et l'animation du dispositif d'evaluation a mi parcours 2014 2020 de la charte du parc naturel regional des boucles de la seine normande  la mission de base correspondant a la tranche ferme est decomposee en 2 phases     phase 1 : realiser un bilan de la mise en oeuvre 2014 2020   phase 2 : proposer des perspectives pour le pilotage 2020 2028;environnement
XYWEMP9T4R;mission d'evaluation et d'appui methodologique dediee au dispositif d'equipe mobile d'accompagnement et de soins en addictologie emasa;santé
6OTD6KVT6M;lancement suivi et evaluation d'un appel a projet a destination d'acteurs economiques de la filiere sport  loisirs  et sante;santé
IJE3RETB9J;mission d'accompagnement pour mise en place d'une evaluation sur les 4 projets de renouvellement urbain;urbanité-transports
8UYUFX8LUD;evaluation des schemas directeurs modes actifs et du dispositif d'aide ademe associe en pays de la loire ;social
R3COVXTNE5;consultation pour la mise en oeuvre de l'evaluation finale et des phases de capitalisation du programme psd;fiscalité-économie
0NAMYO592C;evaluation du plan de gestion 2013   2017 et definition du plan de gestion 2021   2025  pour le domaine departemental de nature de la boissine;environnement
YCHCLPNYT7;consultation pour l'evaluation externe finale du projet peak promotion de l'education pour tous a kono   sierra leone;éducation-recherche
FT1SM603S4;evaluation du programme &nbsp accompagner  structurer et valoriser les dynamiques citoyennes et solidaires des etudiants marocains ainsi que les initiatives franco marocaines de jeunes&nbsp ;éducation-recherche
VE59VI1RSY;etudes de securite publique et evaluation des impacts sur la sante dans le cadre du npru de choisy le roi;santé
PX0HTVUCUE;aide a l'ingenierie dans l'evaluation de la mise en oeuvre du contrat local de sante publique pays de martigues 2019;santé
31X66170BJ;evaluation de la convention 2018 2019 signee par l'office pour la langue et la culture d'alsace olca et la region grand est;culture
ZH6SA4GQJV;evaluation de l'impact cumule des retenues sur le bassin versant de la cance et des petits affluents directs du rhone;emploi-insertion
7D909G2S7Y;evaluation du deploiement et de l'articulation des dispositifs d'insertion sociale et professionnelle portes par l'etat a la reunion et en guyane;emploi-insertion
7SBZRLXQW9;evaluation de la politique d'accueil des enfants des ecoles publiques primaires sur la pause meridienne;éducation-recherche
DJGSBUKEMX;realisation d'evaluations de dispositifs mis en place dans le cadre de l'experimentation paerpa au sein de l'ars occitanie;santé
7QXD43SB6X;assistance en faveur de la commission sur les evaluations techniques  socio economiques  environnementales et couts avantages liees a l'execution et au developpement ulterieur de la legislation ue sur les dechets  ;environnement
OZDTYKDAPV;h2020   evaluation et communication des projets pertinents finances par l'ue en faveur de l'adoption par le marche de mesures d'efficacite energetique dans l'industrie et les services  ;fiscalité-économie
FS84Q4EQX5;evaluation de la politique d'assainissement non collectif de l'agence de l'eau seine normandie;environnement
H84QIOB4DP;mission d'evaluation du dispositif  filiere liberale complete des soins non programmes  ;santé
T4LFN1I9U7;evaluation transversale des projets initiative 5 %   thematique <<populations marginalisees>>  ;emploi-insertion
NXE6E1XH88;evaluation d actions de cooperation decentralisee financees au togo par les agences de l eau artois picardie  seine normandie et rhin meuse ;environnement
TAA5ZXBZ2U;le present marche a pour objet l'evaluation du dispositif paerpa finance dans le cadre du fonds d'intervention regional le paerpa  parcours de sante des aines  est deploye depuis 2014 sur;santé
TOVS8OE5CB;evaluation des nouvelles mesures d'aides regionales   complements de remuneration des stagiaires adoptees par la region bourgogne franche comte le 29 mars 2019;santé
2LHYOIIJ4J;realisation d'evaluations des politiques publiques de l'agence de l'eau artois picardie;environnement
B9XV3EGQAN;realisation de l'evaluation environnementale du dossier de creation de zac et de l'etude d'impact agricole et prestations connexes sur le perimetre de l'operation d'amenagemen;environnement
5E5ZQ4KKMR;realisation de l'evaluation environnementale de la modification du plan de prevention des risques d'incendie de foret des monts de vaucluse ouest a gordes;environnement
ACZ30X89YY;evaluation a mis parcours de l'operation programmee d'amelioration de l'habitat de renouvellement urbain sur le centre ville des mureaux;environnement
T9OW3P2MGF;evaluation transversale portant sur la communication des cinq programmes europeens 2014 2020 ;emploi-insertion
WSTQ8EMOKO;mission d'assistance a maitrise d'ouvrage pour l'elaboration de l'evaluation environnementale strategique ees du plan climat air energie territorial de la communaute de communes du dourdannais en hurepoix;environnement
415Z9PU6SB;evaluation des politiques climatiques de l'ue sur la base d'un modele  ;environnement
UT1EX74JS0;realisation des evaluations des strategies des investissements territoriaux integres iti et demarches territoriales dans le programme operationnel ferder fse iej dont la region ile de france;fiscalité-économie
O4JEVTBEO3;assistance a maitrise d'ouvrage des travaux d'evaluation in itinere du plan national de sante publique pnsp;santé
QY6XCAOFIZ;evaluation de la politique d'assainissement non collectif de l'agence de l'eau seine normandie;environnement
6F2WCVQOLQ;evaluation du plan 'normandie batiments durables';environnement
9DSOV4QLAO;evaluation du dispositif une ecole un toit des droits;éducation-recherche
Z3ZA8U0KL0;accord cadre relatif a la realisation des evaluations des projets retenus dans le cadre de l'innovation en sante article 51 lfss 2018 ;santé
LW9NPQI35X;assistance a maitrise d'ouvrage pour l'animation  le suivi et l?evaluation de la mise en oeuvre du cprdfop et du pacte regional d?investissement dans les competences en occitanie;emploi-insertion
5FFEN44GK4;evaluation portant sur l'axe 4 pour une biodiversite durable du programme operationnel feder fse bourgogne 2014 2020 ;environnement
NCAIDGZUHH;evaluation des reseaux de sante;santé
EPBPGSEMYS;assistance a la conduite du projet de participation des personnes en insertion au pmie et animation des groupes d'evaluation et de participation pour l'insertion gepi ;emploi-insertion
8IX1BWBGGI;assistance a maitrise d'ouvrage pour la realisation de l'evaluation economique et sociale de la revision de la programmation pluriannuelle de l'energie de guyane 2019 2023 et 2024 2028;social
C2M6GQVWJ8;evaluation des impacts de la politique publique environnementale agricole et realisation d'un diagnostic climagri sur le territoire ternois 7 vallees;environnement
75UYJYCUPP;evaluation de l'action  recherche dans le domaine de l'aeronautique du programme d'investissements d'avenir;fiscalité-économie
TCQ4C2EKNP;evaluation de la politique departementale de l'allocation personnalisee d'autonomie a domicile;santé
E0NBO7N03Q;mise en oeuvre d'un plan d'action autour des services a la personne avec l'outil d'evaluation intitule ecole des sap;éducation-recherche
N5UTGH442X;elaboration de l'evaluation environnementale du plan local d'urbanisme intercommunal de la metropole du grand nancy  tenant lieu de plan de deplacements urbains et de programme local de l&amp a;urbanité-transports
JBILURZQJD;evaluation du plan global des transports et deplacements de la guyane;urbanité-transports
Y93MPQS3XZ;evaluation environnementale du projet de charte du parc naturel regional du massif des bauges;environnement
3IIV85RZKK;evaluation finale du projet appui aux innovations financieres et au renforcement des fonds environnementaux en afrique  amerique latine et aux caraibes;environnement
50I97ULOM3;evaluation d'actions medico sociales menees en faveur de personnes en situation de precarite par les equipes mobiles d'aide ema et l'accueil medical de l'espace solidarite insertion esi;social
KUJ1N0W85G;pcaet du grand reims evaluation environnementale et animation de la concertation;environnement
E0PVRAUIII;realisation d'une etude d'evaluation de l'impact economique et social du perimetre d'intervention du cnc rectificatif;social
KUURRTHQ35;evaluation du dispositif des aides facultatives delivrees par le ccas de nantes;social
D9B004KLUA;evaluation des politiques publiques de la commune d'angoulins en direction de l'enfance et de la jeunesse analyse retrospective et prospective;social
JRKKRA7WI5;mission d'evaluation externe du service de soins infirmiers a domicile et de la residence autonomie les pres du hem;santé
PH975NVBV3;mission d'evaluation a mi pourcours du contrat de ville et du dispositif de reussite educative;urbanité-transports
T0YYD50OKM;evaluation de la pertinence technique economique et societale de dispositifs de collecte innovante et solidaire  ;social
Y2S32TZOMJ;evaluation de la pertinence technique  economique et societale de dispositifs de collecte innovante et solidaire;social
6BQ4MPALVS;la consultation a pour objet l'evaluation du scot de l'ex communaute de communes de villers cotterets   foret de retz ccvcfr  devenue depuis le 1er janvier 2017 la communaute de communes retz en valois ccrv;social
